"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1577","loginSuccess","Surefire suite","Wed Jul 23 00:09:18 UTC 2025","passed","Wed Jul 23 00:09:19 UTC 2025","pom.SmokeTest","Surefire test","pom.SmokeTest","loginSuccess"
